Date,INDOCO.NS.Open,INDOCO.NS.High,INDOCO.NS.Low,INDOCO.NS.Close,INDOCO.NS.Volume
03-10-2024,348,351.5,337.3500061,339.5499878,90936
04-10-2024,343.6499939,350.7000122,331.1499939,334.6499939,187203
07-10-2024,335.0499878,341.25,328.2000122,329.6499939,112450
08-10-2024,328.25,342.9500122,324.6000061,336.6499939,59303
09-10-2024,338.3500061,345.7999878,334.3999939,341.8500061,140369
10-10-2024,342.0499878,343.6000061,337.0499878,340.3999939,263124
11-10-2024,341.7999878,343.2999878,335,337.2999878,73601
14-10-2024,332,338.1000061,325,335.8999939,277825
15-10-2024,335,341.8500061,334.5,336.0499878,68969
16-10-2024,336.1000061,347.9500122,336.1000061,345.2999878,126164
17-10-2024,342.2000122,345.5,336.2000122,341.6499939,225145
18-10-2024,340.1000061,347.8999939,336.8500061,341.5499878,91157
21-10-2024,342.5,342.5,333,334.0499878,43459
22-10-2024,331.0499878,333.0499878,322,323.25,62676
23-10-2024,324.8999939,326.1499939,318.6000061,320.6000061,58096
24-10-2024,322.2000122,322.2000122,299.0499878,315.7999878,500071
25-10-2024,315,315.3999939,298.1000061,304,279809
28-10-2024,304,308.8500061,297.8999939,302.3500061,145159
29-10-2024,302.3500061,303.5,299.3500061,301.75,199122
30-10-2024,301.75,317.5,299.7999878,307.6499939,220892
31-10-2024,308.4500122,313,307,310.3999939,55555
01-11-2024,314.1000061,315.5,310.3999939,314.1499939,21841
04-11-2024,314.7000122,314.7000122,307.7999878,308.4500122,59958
05-11-2024,306.5499878,315.3500061,306.5499878,312.25,36619
06-11-2024,312.25,315.7000122,312.25,314.5,47665
07-11-2024,315,317,310.9500122,314.8500061,468283
08-11-2024,316.4500122,316.4500122,306.2000122,307.8999939,57171
11-11-2024,308.7999878,309.7000122,305.2999878,306.6000061,35544
12-11-2024,307,311.7999878,302.1000061,307.25,37430
13-11-2024,306.6000061,312.7999878,304,310.1499939,61820
14-11-2024,311,313.1000061,305.9500122,309.5,33909
18-11-2024,309.5,309.9500122,305,308.1499939,37194
19-11-2024,309.2999878,310,303.7000122,304.2999878,117111
21-11-2024,303,305,298.5,299.7999878,56654
22-11-2024,300,325.0499878,299.7999878,320.0499878,512900
25-11-2024,325.0499878,328.2000122,318.5,322.2000122,74382
26-11-2024,316,321.8500061,313.1000061,315.5,69246
27-11-2024,316.3999939,319.2000122,298,305.6000061,420732
28-11-2024,309,317.5,305,316.2000122,91100
29-11-2024,315.6000061,327.8500061,315.1000061,324.75,100524
02-12-2024,325,330.8500061,320.1000061,322,129109
03-12-2024,349,355,312.1000061,320.3999939,1925918
04-12-2024,323.8500061,324.8999939,320,322.4500122,116707
05-12-2024,322.1000061,323.8999939,319.5499878,321.25,73350
06-12-2024,320,325.8999939,320,323.5499878,63865
09-12-2024,326.8500061,326.8500061,316.1000061,318.75,85459
10-12-2024,316.1000061,343.5499878,316.1000061,338.7999878,226377
11-12-2024,340,345.5,333.25,341.6499939,346582
12-12-2024,342.8999939,342.8999939,331.3500061,335.1499939,56437
13-12-2024,331.7999878,341.7999878,330.2999878,335.2999878,83567
16-12-2024,336,341.3999939,331.5,340.5499878,62665
17-12-2024,341,349.4500122,312,344.3999939,1225421
18-12-2024,340.25,344.9500122,331.5499878,338.75,147583
19-12-2024,333.5,339.4500122,330.0499878,334.8500061,64144
20-12-2024,334,346,325.4500122,339.9500122,147106
23-12-2024,339.9500122,342.3500061,328,329.75,74446
24-12-2024,333.6499939,342,325.5499878,330.8500061,148562
26-12-2024,329,334.6499939,328.0499878,331.7000122,28027
27-12-2024,329,335,329,331.8500061,30534
30-12-2024,327.6499939,339,327.6499939,329.7999878,58677
31-12-2024,328.5,335,326,332.2000122,24875
01-01-2025,332.7999878,334.0499878,329.7999878,332.2000122,11534
02-01-2025,332.7999878,344,332.7999878,337.6000061,277595
03-01-2025,336,343.6499939,335.9500122,336.3500061,96872
06-01-2025,338.6499939,339.8500061,330.6000061,333.9500122,80375
07-01-2025,333,338.0499878,333,336.6499939,115813
08-01-2025,332,338,331.9500122,336.1000061,47333
09-01-2025,335.6000061,339.4500122,325,334.1499939,123784
10-01-2025,337.7000122,338,324.7999878,327.7999878,149487
13-01-2025,322.8999939,330.6499939,322.8999939,325.3999939,66750
14-01-2025,329.2999878,329.5,323.0499878,325.0499878,28320
15-01-2025,326.7000122,326.7000122,321.1000061,324.2999878,20061
16-01-2025,322,328,322,325.7999878,32012
17-01-2025,325.7999878,335.3999939,325.5,333.3999939,54852
20-01-2025,328.1000061,335,328.1000061,332.75,32926
21-01-2025,336,349.4500122,316.9500122,341,846105
22-01-2025,331.7999878,333.25,281.2999878,287.2000122,1085145
23-01-2025,289,295,285.5499878,289.2000122,225859
24-01-2025,289,290,286.3500061,288,104490
27-01-2025,287,288.2000122,255.8000031,258.7999878,238626
28-01-2025,260,260,245,247.3500061,149106
29-01-2025,252.25,252.25,246.1999969,248.4499969,126328
30-01-2025,248.9499969,249.5500031,241.5,245.1499939,91468
31-01-2025,246,258.2000122,241.8000031,249.9499969,80368
01-02-2025,250.8000031,256.5299988,247.5399933,254.2200012,27094
03-02-2025,254.25,259.7999878,245.0899963,256.7399902,46959
04-02-2025,259,264.8999939,255.0299988,263.6000061,24540
05-02-2025,264,283.7900085,264,276.1400146,85888
06-02-2025,278.8699951,284.4500122,275.7399902,279.6700134,48551
07-02-2025,282,282,273.3500061,280.2399902,23031
10-02-2025,280.2399902,280.2399902,262.1000061,265.6300049,42252
11-02-2025,263.6499939,267.8900146,255.3500061,257.7200012,56012
12-02-2025,256,267.2999878,246.9100037,258.0799866,55504
13-02-2025,258.0799866,259.7799988,250,250.4900055,33451
14-02-2025,252,253.4499969,245,245.8999939,35965
17-02-2025,246,256.5100098,243.75,250.3699951,43765
18-02-2025,247.8000031,250.9499969,241.6000061,244.3699951,36920
19-02-2025,244.3899994,247.3500061,240,240.6399994,56590
20-02-2025,243.5,243.5,230.1000061,231.6499939,93749
21-02-2025,233,235.5399933,230.1000061,234.0899963,75956
24-02-2025,233.8999939,233.8999939,222.1000061,223.6300049,59474
25-02-2025,221.3600006,224.9400024,206.9600067,208.7700043,157471
27-02-2025,212,212,195.8699951,200.0399933,177991
28-02-2025,200,205,190,196.4700012,170281
03-03-2025,199.3999939,230,198.1699982,224.3699951,1042393
04-03-2025,212.6499939,243.0899963,212.6499939,235.8000031,394948
05-03-2025,229,235,222.4100037,224.3399963,210130
06-03-2025,226,236.8200073,226,232.4700012,100484
07-03-2025,231.0500031,238.0800018,230,234.9100037,104683
10-03-2025,237.8999939,238.4499969,227.0099945,230.75,77843
11-03-2025,229.6100006,229.6100006,216.0700073,224.2100067,104655
12-03-2025,225.3399963,225.8600006,218,219.4499969,60795
13-03-2025,216.8000031,220.3000031,216.8000031,218.7700043,91950
17-03-2025,220.3000031,220.5099945,212.6000061,219.4700012,127698
18-03-2025,219.4700012,219.4700012,219.4700012,219.4700012,0
19-03-2025,228.1499939,233.7799988,227.3200073,230.1699982,93055
20-03-2025,230.75,244.3000031,230.75,238.5200043,110715
21-03-2025,234.9499969,243,233.9400024,235.1799927,109547
24-03-2025,240,255.5,238.3399963,251.4600067,226092
25-03-2025,251.4499969,254.4600067,241.1499939,243.0299988,132306
26-03-2025,244.6999969,245.8899994,234.1000061,236.9100037,64705
27-03-2025,236.8000031,236.8000031,231.0200043,232.3200073,81569
28-03-2025,233,240.7700043,229.1000061,232.8899994,81602
01-04-2025,231.3999939,247.3999939,230.1900024,244.5700073,57364
02-04-2025,247,247,240.6100006,244.0299988,38419
03-04-2025,246.0099945,258.4400024,245.1100006,255.5700073,75467
04-04-2025,254.25,255.5500031,240.6399994,249.1799927,45601
07-04-2025,238.7200012,240.1999969,230.0500031,233.6000061,57143
08-04-2025,236,240.9900055,233.0099945,236.1399994,25313
09-04-2025,236.1399994,237.25,222.0099945,224.3999939,83320
11-04-2025,228.0099945,235,226.75,230.8099976,32948
15-04-2025,232.1999969,236.1900024,232.1000061,233.4700012,33876
16-04-2025,233.6699982,243.6999969,232.9199982,239.7799988,61164
17-04-2025,240.3500061,243.1000061,237.3800049,239.8699951,30672
21-04-2025,242.25,250.3600006,239.1000061,243.1699982,46158
22-04-2025,244.3999939,249.9799957,240.3200073,247.9100037,38677
23-04-2025,247.9100037,250.0099945,238.2100067,240.5700073,91354
24-04-2025,243,245.3200073,238.3000031,238.8600006,57929
25-04-2025,239.3300018,239.3300018,226.7200012,232.4799957,48613
28-04-2025,232.1000061,232.4900055,228.8699951,230.9900055,21463
29-04-2025,232.8000031,233.6999969,224.9900055,226.6900024,27624
30-04-2025,227.8500061,235.7899933,223.4799957,232.5700073,32762
02-05-2025,232.5500031,232.5500031,226.4100037,229,25508
05-05-2025,227.0099945,238.8899994,221.8999939,237.1900024,86854
06-05-2025,238.8999939,241,233,239.25,54097
07-05-2025,237,252,236.9900055,248.3699951,95310
08-05-2025,247.8999939,250.5800018,240,240.6300049,38566
09-05-2025,235.6300049,243,235.6199951,241.1600037,38062
12-05-2025,242.8000031,252.9499969,242.8000031,251.0299988,38577
13-05-2025,251,255.9900055,250,251.1199951,34666
14-05-2025,252,254.8000031,251.1199951,251.8600006,19761
15-05-2025,254.8000031,255.1000061,250,250.5399933,44910
16-05-2025,253.5,255.3999939,250.8000031,253.25,26184
19-05-2025,256.2999878,263.2900085,253.4499969,260.0100098,56660
20-05-2025,260.5,276,258.6799927,260.2799988,132869
21-05-2025,263,265.5,260,261.5799866,36373
22-05-2025,263.8999939,265.5799866,239.6000061,242.6699982,455977
23-05-2025,245.0200043,259.1199951,232.6699982,243.6100006,271075
26-05-2025,244.8999939,245.4799957,241.1900024,241.9900055,29727
27-05-2025,244.8000031,250,241,248.1100006,46179
28-05-2025,248.1100006,251.1600037,244.1999969,245.6000061,22743
29-05-2025,243.1499939,254.5899963,243.1499939,253.3099976,78956
30-05-2025,253.3099976,253.3099976,247,250.6799927,36378
02-06-2025,254,260.8999939,249,258.9500122,63331
03-06-2025,258.9500122,282.6000061,257.0499878,279.1000061,283168
04-06-2025,279.1000061,288,271.2999878,283.75,119494
05-06-2025,280.8999939,283.5499878,274.4500122,279.8999939,52216
06-06-2025,282.6000061,282.6000061,274,275.1000061,25403
09-06-2025,273.3999939,294.25,273.3999939,291.8500061,126457
10-06-2025,294.3999939,294.3999939,283.1499939,290.5,44209
11-06-2025,290.5,293.6000061,277.8999939,280.7000122,80754
12-06-2025,278.8999939,287.2999878,277,280.3999939,85159
13-06-2025,275.1000061,286.8999939,273.6000061,280.7000122,64810
16-06-2025,278.2000122,287.4500122,276.2999878,283.5499878,27395
17-06-2025,284.5,292,280.3500061,285.1499939,43913
18-06-2025,286,286.5499878,277.2000122,282.7999878,38401
19-06-2025,284.8500061,284.8500061,277.8500061,281.5499878,23655
20-06-2025,279.5,286.8500061,278.8999939,285.0499878,28518
23-06-2025,281.1000061,287.0499878,274.5499878,284.3999939,72790
24-06-2025,282.2999878,288.75,282.2999878,284.9500122,30908
25-06-2025,287,294.5,286.1000061,291.8999939,21904
26-06-2025,291.8999939,297,287.3999939,295.1000061,43799
27-06-2025,295.1000061,305.6000061,292.2000122,301.7000122,46429
30-06-2025,300.5,323.9500122,300,317.6000061,135352
01-07-2025,317.6000061,323.7000122,310,313.1000061,54398
02-07-2025,311.5499878,327.5,311,321.9500122,81266
03-07-2025,323.1000061,341,320.6499939,338.7999878,140975
04-07-2025,342.2000122,344.9500122,335,338.6499939,82017
07-07-2025,339,339.2000122,326.6000061,329.5499878,42700
08-07-2025,329.9500122,329.9500122,321.2000122,325.1499939,38054
09-07-2025,321.8999939,335.1499939,321.8999939,332.7999878,43931
10-07-2025,330.2999878,335.5,322,326.8999939,40761
11-07-2025,324.5499878,331,324.5499878,326.4500122,174646
14-07-2025,323.3500061,325.3999939,316,319,136521
15-07-2025,322.2000122,334.9500122,321.5,331.1499939,64237
16-07-2025,328.5499878,349.7999878,328.5499878,339.1000061,380280
17-07-2025,340.7999878,348,337,338.9500122,60180
18-07-2025,339.5,341.1499939,322.2999878,323.5499878,63804
21-07-2025,326.1499939,333.0499878,314.5,317.5,125095
22-07-2025,317.5,318.8999939,309.5499878,310.7000122,39219
23-07-2025,310.7000122,314.3500061,310.1000061,311.1499939,20600
24-07-2025,314,336,291,321.7999878,1252464
25-07-2025,320,321.6000061,310,317.1499939,102421
28-07-2025,315.7000122,324,308.1000061,311.3500061,54524
29-07-2025,314,321,311.3500061,319.5499878,42208
30-07-2025,320.2000122,329,318.8999939,324.5,64331
31-07-2025,323.8999939,327.7000122,315.1000061,317.8500061,63896
01-08-2025,314.7999878,318.8999939,306.1000061,309.3500061,36824
04-08-2025,306,309,301,302.5,25076
05-08-2025,304.2000122,305.4500122,294.1499939,299.25,27748
06-08-2025,302.7999878,302.7999878,288.8999939,291.5499878,19289
07-08-2025,288.6499939,301.8999939,280.2000122,284.0499878,92420
08-08-2025,281.1499939,300.8500061,280.25,291.8500061,78231
11-08-2025,288.9500122,293.3999939,283,284.2999878,18534
12-08-2025,284.2999878,294,284.2999878,293,20897
13-08-2025,292,309,289,293.7000122,138144
14-08-2025,293.5499878,293.5499878,284.5,285.1000061,33015
18-08-2025,290.1000061,300.2000122,287.6499939,293.3999939,30719
19-08-2025,296.1000061,296.1499939,286.75,291.3500061,25043
20-08-2025,291,291.3999939,279.9500122,283.1000061,55880
21-08-2025,283.8999939,286.4500122,276.3500061,278.4500122,60724
22-08-2025,280,282.2000122,278.0499878,279.5499878,12570
25-08-2025,282.3500061,284.2000122,277.7000122,282.8500061,18746
26-08-2025,280,282.5,275,277.25,13782
28-08-2025,280,281.4500122,260,274.2000122,40010
29-08-2025,274.6000061,274.6000061,265,266.6000061,37021
01-09-2025,264.6499939,274.7999878,264.2999878,267.8999939,36771
02-09-2025,265.8999939,277.9500122,265.8999939,275.7000122,17645
03-09-2025,275.7000122,284.1000061,273.7999878,281.75,32566
04-09-2025,283,286.7000122,271.1000061,273.1000061,39450
05-09-2025,273.1000061,276.4500122,270.6499939,273.5499878,9873
08-09-2025,272.7000122,282.9500122,270.5499878,277,24360
09-09-2025,277,282.9500122,275.1000061,276.7000122,23645
10-09-2025,277.7999878,281.9500122,275,276.8500061,15555
11-09-2025,277.9500122,332.2000122,277.9500122,308.6000061,3600530
12-09-2025,310,317.25,296.3500061,299.0499878,342511
15-09-2025,299,299.9500122,292.3500061,293.5499878,154039
16-09-2025,295,325,292.6000061,304.7000122,1188502
17-09-2025,307.1499939,312,298.2000122,299.7999878,122489
18-09-2025,299.7999878,307.5,299.7999878,301.75,123764
19-09-2025,301.75,312.6000061,298.3500061,301.9500122,337917
22-09-2025,301.9500122,306,298.2000122,298.7000122,62693
23-09-2025,299.8999939,305.8999939,298.25,301.8999939,70020
24-09-2025,302,309,301,302.4500122,61514
25-09-2025,303,304.5499878,300.3500061,302,50807
26-09-2025,298.3999939,302,284.6499939,285.7999878,110128
29-09-2025,291.3999939,296,286,289.9500122,54506
30-09-2025,288.1000061,294.7999878,286.75,291.9500122,30372
01-10-2025,287.5499878,292.4500122,287.5499878,290.1499939,21521
03-10-2025,291.6000061,292.3500061,289.0499878,290.6000061,20202
06-10-2025,294.1000061,294.1000061,282.9500122,284,31975
07-10-2025,286.8500061,297.4500122,284,291,59146
08-10-2025,291,297.9500122,289.75,294.6499939,26413
09-10-2025,294.6499939,296.25,290.0499878,290.7999878,14516
10-10-2025,293.3999939,293.75,286.1000061,287.2999878,22735
13-10-2025,287,317.3500061,287,296.8500061,1663900
14-10-2025,296.9500122,302.2000122,293,294.8500061,52794
15-10-2025,292.8999939,295.2000122,285.25,286.0499878,100610
16-10-2025,289,301.9500122,287.9500122,292.1000061,128410
17-10-2025,291.2000122,293.25,283.1000061,285.2000122,48872
20-10-2025,286.9500122,289.2000122,283.7999878,286.7999878,20295
21-10-2025,286.2000122,289.7999878,285.7999878,287.7999878,4834
23-10-2025,289.7999878,291,281.1000061,282.2000122,66142
24-10-2025,282.2000122,287.8999939,281.1000061,281.3500061,77952
27-10-2025,282,285.2999878,275.1000061,276.7999878,63283
28-10-2025,277.5,278.8500061,270.7000122,273.2000122,46234
29-10-2025,274.2999878,278.5,270.9500122,275.25,36097
30-10-2025,277.8999939,282.6000061,274,280.5499878,22809
31-10-2025,280.9500122,281,277,279.1499939,19953
03-11-2025,282,282.6000061,270.7000122,274.8500061,83787
04-11-2025,275.8999939,277.5,270.1000061,270.9500122,38072
06-11-2025,271.2000122,288,261.9500122,264.4500122,480619
07-11-2025,265,269.5,259,260.9500122,85017
10-11-2025,261.6000061,268,257.3500061,265.5499878,44422
11-11-2025,266.6000061,272,261.7000122,269.25,51812
12-11-2025,268.6000061,271.3500061,266.3999939,268.0499878,22688
13-11-2025,269,271.3999939,266.3500061,267.25,31708
14-11-2025,267.25,267.3500061,261.7999878,262.8999939,23032
17-11-2025,263.1499939,265.25,259,260.0499878,26545
18-11-2025,260.0499878,270.3500061,257,268.0499878,86094
19-11-2025,268.0499878,268.5,258.1000061,260.2999878,34135
20-11-2025,260.2999878,261,251.6999969,252.0500031,66213
21-11-2025,252.1000061,261.8999939,251.6999969,257.25,60235
24-11-2025,255.3999939,255.3999939,251.6999969,252.8000031,22928
25-11-2025,251.75,256.1499939,251.75,254.9499969,12322
26-11-2025,250.1000061,262.7999878,250.1000061,261.2999878,38575
27-11-2025,260.1000061,261,256.5499878,257.9500122,18261
28-11-2025,257.9500122,259.7999878,254,256.1499939,38820
01-12-2025,257.7000122,261.6499939,255.1999969,257.8500061,19751
02-12-2025,256.7000122,262.5,253.6999969,261.6499939,21264
03-12-2025,261.6499939,261.6499939,253.9499969,255.3999939,22541
04-12-2025,255,256.25,251.6000061,252.25,21820
05-12-2025,252.25,253.1999969,251.4499969,251.6999969,16540
08-12-2025,251.6999969,254,250.3000031,252.5,51049
09-12-2025,251.5,252,237.8500061,239.5,128355
10-12-2025,240.6000061,243.3999939,235.8000031,236.8999939,33175
11-12-2025,237.1499939,240,236.6000061,239.4499969,12688
12-12-2025,245,250.8500061,238.9499969,242.5500031,103126
15-12-2025,242.5500031,250,239.8500061,247.3999939,25457
16-12-2025,245.8999939,247.3999939,243.9499969,244.8500061,12904
17-12-2025,245.1000061,246,238.9499969,240.5500031,10530
18-12-2025,240.1999969,240.3500061,236.3999939,237.8000031,18009
19-12-2025,238.0500031,240.6000061,236.9499969,239.6000061,39368
22-12-2025,240.8000031,242.75,236.5,237.5500031,14209
23-12-2025,238.1499939,239.8999939,236.6999969,236.8500061,22748
24-12-2025,237.1000061,238.6999969,232.9499969,234.6499939,30592
26-12-2025,234.5,234.6000061,225.5,225.9499969,52174
29-12-2025,226,226.9499969,224.1499939,225.8999939,23591
30-12-2025,225.8500061,232.3000031,222,230.6000061,30124
31-12-2025,229.4499969,235.5,228.8500061,234.6000061,25506
